path,file_name,label,label_encoded
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Cucumber/0455.jpg,0455.jpg,Cucumber,9
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Potato/0599.jpg,0599.jpg,Potato,11
/kaggle/input/vegetable-image-dataset/Vegetable Images/validation/Bottle_Gourd/1283.jpg,1283.jpg,Bottle_Gourd,2
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Brinjal/0609.jpg,0609.jpg,Brinjal,3
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Brinjal/0171.jpg,0171.jpg,Brinjal,3
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Cauliflower/0582.jpg,0582.jpg,Cauliflower,8
/kaggle/input/vegetable-image-dataset/Vegetable Images/validation/Carrot/1250.jpg,1250.jpg,Carrot,7
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Capsicum/0921.jpg,0921.jpg,Capsicum,6
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Bottle_Gourd/0360.jpg,0360.jpg,Bottle_Gourd,2
/kaggle/input/vegetable-image-dataset/Vegetable Images/validation/Tomato/1389.jpg,1389.jpg,Tomato,14
/kaggle/input/vegetable-image-dataset/Vegetable Images/validation/Tomato/1367.jpg,1367.jpg,Tomato,14
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Capsicum/0974.jpg,0974.jpg,Capsicum,6
/kaggle/input/vegetable-image-dataset/Vegetable Images/test/Broccoli/1088.jpg,1088.jpg,Broccoli,4
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Bean/1206.jpg,1206.jpg,Bean,0
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Potato/0025.jpg,0025.jpg,Potato,11
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Capsicum/0201.jpg,0201.jpg,Capsicum,6
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Capsicum/0011.jpg,0011.jpg,Capsicum,6
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Broccoli/0041.jpg,0041.jpg,Broccoli,4
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Papaya/0975.jpg,0975.jpg,Papaya,10
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Bean/0781.jpg,0781.jpg,Bean,0
/kaggle/input/vegetable-image-dataset/Vegetable Images/validation/Capsicum/1382.jpg,1382.jpg,Capsicum,6
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Tomato/0458.jpg,0458.jpg,Tomato,14
/kaggle/input/vegetable-image-dataset/Vegetable Images/test/Brinjal/1169.jpg,1169.jpg,Brinjal,3
/kaggle/input/vegetable-image-dataset/Vegetable Images/test/Bean/0651.jpg,0651.jpg,Bean,0
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Potato/0963.jpg,0963.jpg,Potato,11
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Potato/0636.jpg,0636.jpg,Potato,11
/kaggle/input/vegetable-image-dataset/Vegetable Images/test/Bean/0104.jpg,0104.jpg,Bean,0
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Brinjal/0085.jpg,0085.jpg,Brinjal,3
/kaggle/input/vegetable-image-dataset/Vegetable Images/validation/Brinjal/1392.jpg,1392.jpg,Brinjal,3
/kaggle/input/vegetable-image-dataset/Vegetable Images/validation/Cauliflower/1280.jpg,1280.jpg,Cauliflower,8
/kaggle/input/vegetable-image-dataset/Vegetable Images/test/Bean/0528.jpg,0528.jpg,Bean,0
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Papaya/0503.jpg,0503.jpg,Papaya,10
/kaggle/input/vegetable-image-dataset/Vegetable Images/validation/Cucumber/1259.jpg,1259.jpg,Cucumber,9
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Broccoli/0103.jpg,0103.jpg,Broccoli,4
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Brinjal/0724.jpg,0724.jpg,Brinjal,3
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Brinjal/0791.jpg,0791.jpg,Brinjal,3
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Pumpkin/0997.jpg,0997.jpg,Pumpkin,12
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Carrot/0067.jpg,0067.jpg,Carrot,7
/kaggle/input/vegetable-image-dataset/Vegetable Images/validation/Bottle_Gourd/1371.jpg,1371.jpg,Bottle_Gourd,2
/kaggle/input/vegetable-image-dataset/Vegetable Images/test/Bean/0518.jpg,0518.jpg,Bean,0
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Capsicum/0889.jpg,0889.jpg,Capsicum,6
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Potato/0608.jpg,0608.jpg,Potato,11
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Broccoli/0848.jpg,0848.jpg,Broccoli,4
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Capsicum/0425.jpg,0425.jpg,Capsicum,6
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Bean/0885.jpg,0885.jpg,Bean,0
/kaggle/input/vegetable-image-dataset/Vegetable Images/test/Broccoli/1078.jpg,1078.jpg,Broccoli,4
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Broccoli/0704.jpg,0704.jpg,Broccoli,4
/kaggle/input/vegetable-image-dataset/Vegetable Images/test/Papaya/1320.jpg,1320.jpg,Papaya,10
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Cauliflower/0039.jpg,0039.jpg,Cauliflower,8
/kaggle/input/vegetable-image-dataset/Vegetable Images/validation/Carrot/1203.jpg,1203.jpg,Carrot,7
/kaggle/input/vegetable-image-dataset/Vegetable Images/test/Capsicum/1070.jpg,1070.jpg,Capsicum,6
/kaggle/input/vegetable-image-dataset/Vegetable Images/validation/Bean/0178.jpg,0178.jpg,Bean,0
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Papaya/0352.jpg,0352.jpg,Papaya,10
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Potato/0021.jpg,0021.jpg,Potato,11
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Cauliflower/0967.jpg,0967.jpg,Cauliflower,8
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Bottle_Gourd/0065.jpg,0065.jpg,Bottle_Gourd,2
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Cabbage/0100.jpg,0100.jpg,Cabbage,5
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Capsicum/0025.jpg,0025.jpg,Capsicum,6
/kaggle/input/vegetable-image-dataset/Vegetable Images/validation/Papaya/1043.jpg,1043.jpg,Papaya,10
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Papaya/0233.jpg,0233.jpg,Papaya,10
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Bitter_Gourd/0873.jpg,0873.jpg,Bitter_Gourd,1
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Potato/0531.jpg,0531.jpg,Potato,11
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Capsicum/0773.jpg,0773.jpg,Capsicum,6
/kaggle/input/vegetable-image-dataset/Vegetable Images/test/Bean/0005.jpg,0005.jpg,Bean,0
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Broccoli/0689.jpg,0689.jpg,Broccoli,4
/kaggle/input/vegetable-image-dataset/Vegetable Images/validation/Cabbage/1389.jpg,1389.jpg,Cabbage,5
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Papaya/0848.jpg,0848.jpg,Papaya,10
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Tomato/0697.jpg,0697.jpg,Tomato,14
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Pumpkin/0651.jpg,0651.jpg,Pumpkin,12
/kaggle/input/vegetable-image-dataset/Vegetable Images/test/Cucumber/1088.jpg,1088.jpg,Cucumber,9
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Potato/0110.jpg,0110.jpg,Potato,11
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Brinjal/0683.jpg,0683.jpg,Brinjal,3
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Pumpkin/0481.jpg,0481.jpg,Pumpkin,12
/kaggle/input/vegetable-image-dataset/Vegetable Images/validation/Broccoli/1335.jpg,1335.jpg,Broccoli,4
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Brinjal/0880.jpg,0880.jpg,Brinjal,3
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Bottle_Gourd/0100.jpg,0100.jpg,Bottle_Gourd,2
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Broccoli/0169.jpg,0169.jpg,Broccoli,4
/kaggle/input/vegetable-image-dataset/Vegetable Images/test/Cucumber/1191.jpg,1191.jpg,Cucumber,9
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Bitter_Gourd/0062.jpg,0062.jpg,Bitter_Gourd,1
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Brinjal/0760.jpg,0760.jpg,Brinjal,3
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Bottle_Gourd/0255.jpg,0255.jpg,Bottle_Gourd,2
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Bottle_Gourd/0776.jpg,0776.jpg,Bottle_Gourd,2
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Tomato/0851.jpg,0851.jpg,Tomato,14
/kaggle/input/vegetable-image-dataset/Vegetable Images/test/Cucumber/1069.jpg,1069.jpg,Cucumber,9
/kaggle/input/vegetable-image-dataset/Vegetable Images/validation/Bean/0052.jpg,0052.jpg,Bean,0
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Papaya/0106.jpg,0106.jpg,Papaya,10
/kaggle/input/vegetable-image-dataset/Vegetable Images/validation/Bottle_Gourd/1263.jpg,1263.jpg,Bottle_Gourd,2
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Radish/0746.jpg,0746.jpg,Radish,13
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Bitter_Gourd/0543.jpg,0543.jpg,Bitter_Gourd,1
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Bottle_Gourd/0694.jpg,0694.jpg,Bottle_Gourd,2
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Cucumber/0205.jpg,0205.jpg,Cucumber,9
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Cauliflower/0890.jpg,0890.jpg,Cauliflower,8
/kaggle/input/vegetable-image-dataset/Vegetable Images/test/Broccoli/1085.jpg,1085.jpg,Broccoli,4
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Bottle_Gourd/0810.jpg,0810.jpg,Bottle_Gourd,2
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Papaya/0860.jpg,0860.jpg,Papaya,10
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Cucumber/0138.jpg,0138.jpg,Cucumber,9
/kaggle/input/vegetable-image-dataset/Vegetable Images/test/Papaya/1302.jpg,1302.jpg,Papaya,10
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Radish/0009.jpg,0009.jpg,Radish,13
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Tomato/0731.jpg,0731.jpg,Tomato,14
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Bitter_Gourd/0302.jpg,0302.jpg,Bitter_Gourd,1
/kaggle/input/vegetable-image-dataset/Vegetable Images/test/Cucumber/1013.jpg,1013.jpg,Cucumber,9
/kaggle/input/vegetable-image-dataset/Vegetable Images/test/Cabbage/1056.jpg,1056.jpg,Cabbage,5
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Pumpkin/0125.jpg,0125.jpg,Pumpkin,12
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Brinjal/0355.jpg,0355.jpg,Brinjal,3
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Bean/0772.jpg,0772.jpg,Bean,0
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Capsicum/0524.jpg,0524.jpg,Capsicum,6
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Radish/0979.jpg,0979.jpg,Radish,13
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Capsicum/0872.jpg,0872.jpg,Capsicum,6
/kaggle/input/vegetable-image-dataset/Vegetable Images/test/Potato/1138.jpg,1138.jpg,Potato,11
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Bitter_Gourd/0650.jpg,0650.jpg,Bitter_Gourd,1
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Radish/0024.jpg,0024.jpg,Radish,13
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Bitter_Gourd/0537.jpg,0537.jpg,Bitter_Gourd,1
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Bitter_Gourd/0795.jpg,0795.jpg,Bitter_Gourd,1
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Papaya/0452.jpg,0452.jpg,Papaya,10
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Capsicum/0823.jpg,0823.jpg,Capsicum,6
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Papaya/0051.jpg,0051.jpg,Papaya,10
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Potato/0268.jpg,0268.jpg,Potato,11
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Capsicum/0276.jpg,0276.jpg,Capsicum,6
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Capsicum/0924.jpg,0924.jpg,Capsicum,6
/kaggle/input/vegetable-image-dataset/Vegetable Images/test/Papaya/1319.jpg,1319.jpg,Papaya,10
/kaggle/input/vegetable-image-dataset/Vegetable Images/test/Bottle_Gourd/1104.jpg,1104.jpg,Bottle_Gourd,2
/kaggle/input/vegetable-image-dataset/Vegetable Images/validation/Broccoli/1241.jpg,1241.jpg,Broccoli,4
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Bean/0852.jpg,0852.jpg,Bean,0
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Bean/0562.jpg,0562.jpg,Bean,0
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Cabbage/0924.jpg,0924.jpg,Cabbage,5
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Bitter_Gourd/0419.jpg,0419.jpg,Bitter_Gourd,1
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Tomato/0937.jpg,0937.jpg,Tomato,14
/kaggle/input/vegetable-image-dataset/Vegetable Images/test/Tomato/1126.jpg,1126.jpg,Tomato,14
/kaggle/input/vegetable-image-dataset/Vegetable Images/validation/Carrot/1290.jpg,1290.jpg,Carrot,7
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Cucumber/0173.jpg,0173.jpg,Cucumber,9
/kaggle/input/vegetable-image-dataset/Vegetable Images/test/Cucumber/1148.jpg,1148.jpg,Cucumber,9
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Cauliflower/0635.jpg,0635.jpg,Cauliflower,8
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Broccoli/0304.jpg,0304.jpg,Broccoli,4
/kaggle/input/vegetable-image-dataset/Vegetable Images/validation/Cauliflower/1337.jpg,1337.jpg,Cauliflower,8
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Bean/0028.jpg,0028.jpg,Bean,0
/kaggle/input/vegetable-image-dataset/Vegetable Images/test/Papaya/1278.jpg,1278.jpg,Papaya,10
/kaggle/input/vegetable-image-dataset/Vegetable Images/validation/Brinjal/1277.jpg,1277.jpg,Brinjal,3
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Tomato/0696.jpg,0696.jpg,Tomato,14
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Cabbage/0302.jpg,0302.jpg,Cabbage,5
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Cucumber/0372.jpg,0372.jpg,Cucumber,9
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Capsicum/0157.jpg,0157.jpg,Capsicum,6
/kaggle/input/vegetable-image-dataset/Vegetable Images/test/Carrot/1065.jpg,1065.jpg,Carrot,7
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Cabbage/0620.jpg,0620.jpg,Cabbage,5
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Tomato/0232.jpg,0232.jpg,Tomato,14
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Cauliflower/0377.jpg,0377.jpg,Cauliflower,8
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Bean/0585.jpg,0585.jpg,Bean,0
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Capsicum/0762.jpg,0762.jpg,Capsicum,6
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Tomato/0649.jpg,0649.jpg,Tomato,14
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Broccoli/0302.jpg,0302.jpg,Broccoli,4
/kaggle/input/vegetable-image-dataset/Vegetable Images/validation/Brinjal/1222.jpg,1222.jpg,Brinjal,3
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Potato/0630.jpg,0630.jpg,Potato,11
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Potato/0226.jpg,0226.jpg,Potato,11
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Cabbage/0647.jpg,0647.jpg,Cabbage,5
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Pumpkin/0131.jpg,0131.jpg,Pumpkin,12
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Pumpkin/0738.jpg,0738.jpg,Pumpkin,12
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Radish/0825.jpg,0825.jpg,Radish,13
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Bean/1254.jpg,1254.jpg,Bean,0
/kaggle/input/vegetable-image-dataset/Vegetable Images/test/Cucumber/1169.jpg,1169.jpg,Cucumber,9
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Potato/0971.jpg,0971.jpg,Potato,11
/kaggle/input/vegetable-image-dataset/Vegetable Images/test/Bean/0100.jpg,0100.jpg,Bean,0
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Bottle_Gourd/0552.jpg,0552.jpg,Bottle_Gourd,2
/kaggle/input/vegetable-image-dataset/Vegetable Images/test/Potato/1098.jpg,1098.jpg,Potato,11
/kaggle/input/vegetable-image-dataset/Vegetable Images/test/Bean/0699.jpg,0699.jpg,Bean,0
/kaggle/input/vegetable-image-dataset/Vegetable Images/validation/Pumpkin/1286.jpg,1286.jpg,Pumpkin,12
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Carrot/0058.jpg,0058.jpg,Carrot,7
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Bitter_Gourd/0740.jpg,0740.jpg,Bitter_Gourd,1
/kaggle/input/vegetable-image-dataset/Vegetable Images/test/Cabbage/1180.jpg,1180.jpg,Cabbage,5
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Brinjal/0309.jpg,0309.jpg,Brinjal,3
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Capsicum/0810.jpg,0810.jpg,Capsicum,6
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Potato/0115.jpg,0115.jpg,Potato,11
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Pumpkin/0226.jpg,0226.jpg,Pumpkin,12
/kaggle/input/vegetable-image-dataset/Vegetable Images/test/Radish/1031.jpg,1031.jpg,Radish,13
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Broccoli/0564.jpg,0564.jpg,Broccoli,4
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Radish/0662.jpg,0662.jpg,Radish,13
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Cabbage/1348.jpg,1348.jpg,Cabbage,5
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Broccoli/0149.jpg,0149.jpg,Broccoli,4
/kaggle/input/vegetable-image-dataset/Vegetable Images/test/Tomato/1135.jpg,1135.jpg,Tomato,14
/kaggle/input/vegetable-image-dataset/Vegetable Images/test/Bitter_Gourd/1363.jpg,1363.jpg,Bitter_Gourd,1
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Broccoli/0476.jpg,0476.jpg,Broccoli,4
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Cabbage/0994.jpg,0994.jpg,Cabbage,5
/kaggle/input/vegetable-image-dataset/Vegetable Images/test/Cabbage/1176.jpg,1176.jpg,Cabbage,5
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Bean/1200.jpg,1200.jpg,Bean,0
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Papaya/0048.jpg,0048.jpg,Papaya,10
/kaggle/input/vegetable-image-dataset/Vegetable Images/test/Potato/1048.jpg,1048.jpg,Potato,11
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Bottle_Gourd/0183.jpg,0183.jpg,Bottle_Gourd,2
/kaggle/input/vegetable-image-dataset/Vegetable Images/validation/Bottle_Gourd/1332.jpg,1332.jpg,Bottle_Gourd,2
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Bottle_Gourd/0319.jpg,0319.jpg,Bottle_Gourd,2
/kaggle/input/vegetable-image-dataset/Vegetable Images/test/Radish/1105.jpg,1105.jpg,Radish,13
/kaggle/input/vegetable-image-dataset/Vegetable Images/validation/Potato/1364.jpg,1364.jpg,Potato,11
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Bottle_Gourd/0533.jpg,0533.jpg,Bottle_Gourd,2
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Cabbage/0458.jpg,0458.jpg,Cabbage,5
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Capsicum/0682.jpg,0682.jpg,Capsicum,6
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Broccoli/0072.jpg,0072.jpg,Broccoli,4
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Pumpkin/0717.jpg,0717.jpg,Pumpkin,12
/kaggle/input/vegetable-image-dataset/Vegetable Images/test/Bitter_Gourd/1362.jpg,1362.jpg,Bitter_Gourd,1
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Carrot/0582.jpg,0582.jpg,Carrot,7
/kaggle/input/vegetable-image-dataset/Vegetable Images/test/Bottle_Gourd/1020.jpg,1020.jpg,Bottle_Gourd,2
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Radish/0208.jpg,0208.jpg,Radish,13
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Cucumber/0763.jpg,0763.jpg,Cucumber,9
/kaggle/input/vegetable-image-dataset/Vegetable Images/validation/Cucumber/1331.jpg,1331.jpg,Cucumber,9
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Bottle_Gourd/0168.jpg,0168.jpg,Bottle_Gourd,2
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Cabbage/0048.jpg,0048.jpg,Cabbage,5
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Capsicum/0544.jpg,0544.jpg,Capsicum,6
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Cauliflower/0603.jpg,0603.jpg,Cauliflower,8
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Radish/0202.jpg,0202.jpg,Radish,13
/kaggle/input/vegetable-image-dataset/Vegetable Images/test/Papaya/1300.jpg,1300.jpg,Papaya,10
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Tomato/0042.jpg,0042.jpg,Tomato,14
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Broccoli/0679.jpg,0679.jpg,Broccoli,4
/kaggle/input/vegetable-image-dataset/Vegetable Images/test/Tomato/1051.jpg,1051.jpg,Tomato,14
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Bean/0816.jpg,0816.jpg,Bean,0
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Bean/0039.jpg,0039.jpg,Bean,0
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Capsicum/0335.jpg,0335.jpg,Capsicum,6
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Papaya/0182.jpg,0182.jpg,Papaya,10
/kaggle/input/vegetable-image-dataset/Vegetable Images/validation/Cucumber/1365.jpg,1365.jpg,Cucumber,9
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Brinjal/0450.jpg,0450.jpg,Brinjal,3
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Cucumber/0944.jpg,0944.jpg,Cucumber,9
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Broccoli/0934.jpg,0934.jpg,Broccoli,4
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Bitter_Gourd/0252.jpg,0252.jpg,Bitter_Gourd,1
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Broccoli/0042.jpg,0042.jpg,Broccoli,4
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Radish/0723.jpg,0723.jpg,Radish,13
/kaggle/input/vegetable-image-dataset/Vegetable Images/test/Bottle_Gourd/1111.jpg,1111.jpg,Bottle_Gourd,2
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Bitter_Gourd/0267.jpg,0267.jpg,Bitter_Gourd,1
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Cauliflower/0875.jpg,0875.jpg,Cauliflower,8
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Cauliflower/0331.jpg,0331.jpg,Cauliflower,8
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Cucumber/0001.jpg,0001.jpg,Cucumber,9
/kaggle/input/vegetable-image-dataset/Vegetable Images/test/Broccoli/1028.jpg,1028.jpg,Broccoli,4
/kaggle/input/vegetable-image-dataset/Vegetable Images/test/Tomato/1154.jpg,1154.jpg,Tomato,14
/kaggle/input/vegetable-image-dataset/Vegetable Images/validation/Bean/1216.jpg,1216.jpg,Bean,0
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Cauliflower/0815.jpg,0815.jpg,Cauliflower,8
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Bitter_Gourd/0290.jpg,0290.jpg,Bitter_Gourd,1
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Potato/0859.jpg,0859.jpg,Potato,11
/kaggle/input/vegetable-image-dataset/Vegetable Images/test/Papaya/1277.jpg,1277.jpg,Papaya,10
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Potato/0976.jpg,0976.jpg,Potato,11
/kaggle/input/vegetable-image-dataset/Vegetable Images/test/Cauliflower/1082.jpg,1082.jpg,Cauliflower,8
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Tomato/0484.jpg,0484.jpg,Tomato,14
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Bitter_Gourd/0827.jpg,0827.jpg,Bitter_Gourd,1
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Brinjal/0041.jpg,0041.jpg,Brinjal,3
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Radish/0361.jpg,0361.jpg,Radish,13
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Tomato/0418.jpg,0418.jpg,Tomato,14
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Bottle_Gourd/0240.jpg,0240.jpg,Bottle_Gourd,2
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Bottle_Gourd/0421.jpg,0421.jpg,Bottle_Gourd,2
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Broccoli/0589.jpg,0589.jpg,Broccoli,4
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Bottle_Gourd/0939.jpg,0939.jpg,Bottle_Gourd,2
/kaggle/input/vegetable-image-dataset/Vegetable Images/train/Radish/0523.jpg,0523.jpg,Radish,13
